V,µA,V.1,µA.1,V.2,µA.2,V.3,µA.3,V.4,µA.4,V.5,µA.5,V.6,µA.6,V.7,µA.7,V.8,µA.8
-0.367462158203125,-0.0422298908233643,-0.367462158203125,-0.136494636535645,-0.367462158203125,-0.0193119049072266,-0.367462158203125,-0.255823135375977,-0.367462158203125,-0.0307559967041016,-0.367462158203125,-0.0569820404052734,-0.367462158203125,-0.0364780426025391,-0.367462158203125,-0.0469684600830078,-0.367462158203125,-0.0031630913445339
-0.368477821350098,-0.0431537628173828,-0.368477821350098,-0.136613845825195,-0.368477821350098,-0.0197887420654297,-0.368477821350098,-0.255823135375977,-0.368477821350098,-0.0312328338623047,-0.368477821350098,-0.0588893890380859,-0.368477821350098,-0.0364780426025391,-0.368477821350098,-0.0464916229248047,-0.368477821350098,-0.0040327160047397
-0.369415283203125,-0.0431537628173828,-0.369415283203125,-0.136613845825195,-0.369415283203125,-0.0197887420654297,-0.369415283203125,-0.255823135375977,-0.369415283203125,-0.0312328338623047,-0.369415283203125,-0.0579357147216797,-0.369415283203125,-0.0369548797607422,-0.369415283203125,-0.0461339950561523,-0.369415283203125,-0.0039826801989921
-0.370430946350098,-0.0417232513427734,-0.370430946350098,-0.136613845825195,-0.370430946350098,-0.0200271606445313,-0.370430946350098,-0.255346298217773,-0.370430946350098,-0.0312328338623047,-0.370430946350098,-0.0598430633544922,-0.370430946350098,-0.0369548797607422,-0.370430946350098,-0.0455379486083984,-0.370430946350098,-0.0024979966622213
-0.37144660949707,-0.0422000885009766,-0.37144660949707,-0.136137008666992,-0.37144660949707,-0.0202655792236328,-0.37144660949707,-0.256180763244629,-0.37144660949707,-0.0312328338623047,-0.37144660949707,-0.0607967376708984,-0.37144660949707,-0.0379085540771484,-0.37144660949707,-0.0455379486083984,-0.37144660949707,-0.0029207013088453
-0.372462272644043,-0.0441074371337891,-0.372462272644043,-0.136613845825195,-0.372462272644043,-0.0202655792236328,-0.372462272644043,-0.256776809692383,-0.372462272644043,-0.0311136245727539,-0.372462272644043,-0.0612735748291016,-0.372462272644043,-0.0379085540771484,-0.372462272644043,-0.0441074371337891,-0.372462272644043,-0.0047739569806611
-0.37339973449707,-0.0436305999755859,-0.37339973449707,-0.137090682983398,-0.37339973449707,-0.0197887420654297,-0.37339973449707,-0.256776809692383,-0.37339973449707,-0.0312328338623047,-0.37339973449707,-0.0631809234619141,-0.37339973449707,-0.0388622283935547,-0.37339973449707,-0.0450611114501953,-0.37339973449707,-0.004247229967604
-0.374415397644043,-0.0450611114501953,-0.374415397644043,-0.137567520141602,-0.374415397644043,-0.0193119049072266,-0.374415397644043,-0.256776809692383,-0.374415397644043,-0.0307559967041016,-0.374415397644043,-0.0641345977783203,-0.374415397644043,-0.0386238098144531,-0.374415397644043,-0.0431537628173828,-0.374415397644043,-0.0056237312589184
-0.375431060791016,-0.0445842742919922,-0.375431060791016,-0.137567520141602,-0.375431060791016,-0.0202655792236328,-0.375431060791016,-0.25629997253418,-0.375431060791016,-0.0302791595458984,-0.375431060791016,-0.0646114349365234,-0.375431060791016,-0.0388622283935547,-0.375431060791016,-0.0436305999755859,-0.375431060791016,-0.0050923872989617
-0.376368522644043,-0.0460147857666016,-0.376368522644043,-0.137567520141602,-0.376368522644043,-0.0207424163818359,-0.376368522644043,-0.256776809692383,-0.376368522644043,-0.0307559967041016,-0.376368522644043,-0.0660419464111328,-0.376368522644043,-0.0388622283935547,-0.376368522644043,-0.0431537628173828,-0.376368522644043,-0.0064721303584833
-0.377384185791016,-0.0460147857666016,-0.377384185791016,-0.138044357299805,-0.377384185791016,-0.0207424163818359,-0.377384185791016,-0.257730484008789,-0.377384185791016,-0.0299215316772461,-0.377384185791016,-0.0669956207275391,-0.377384185791016,-0.0402927398681641,-0.377384185791016,-0.0426769256591797,-0.377384185791016,-0.0064177115254487
-0.378399848937988,-0.0469684600830078,-0.378399848937988,-0.138521194458008,-0.378399848937988,-0.0197887420654297,-0.378399848937988,-0.258207321166992,-0.378399848937988,-0.0293254852294922,-0.378399848937988,-0.0665187835693359,-0.378399848937988,-0.0407695770263672,-0.378399848937988,-0.0431537628173828,-0.378399848937988,-0.0073175515959979
-0.379337310791016,-0.0464916229248047,-0.379337310791016,-0.138044357299805,-0.379337310791016,-0.0212192535400391,-0.379337310791016,-0.258684158325195,-0.379337310791016,-0.0293254852294922,-0.379337310791016,-0.0684261322021484,-0.379337310791016,-0.0407695770263672,-0.379337310791016,-0.0426769256591797,-0.379337310791016,-0.0067910680123225
-0.380352973937988,-0.0474452972412109,-0.380352973937988,-0.139474868774414,-0.380352973937988,-0.0202655792236328,-0.380352973937988,-0.257253646850586,-0.380352973937988,-0.0298023223876953,-0.380352973937988,-0.0693798065185547,-0.380352973937988,-0.0407695770263672,-0.380352973937988,-0.0422000885009766,-0.380352973937988,-0.0076910009018939
-0.381368637084961,-0.0474452972412109,-0.381368637084961,-0.138044357299805,-0.381368637084961,-0.0207424163818359,-0.381368637084961,-0.259160995483398,-0.381368637084961,-0.0302791595458984,-0.381368637084961,-0.0693798065185547,-0.381368637084961,-0.0407695770263672,-0.381368637084961,-0.0431537628173828,-0.381368637084961,-0.0076373073824437
-0.382384300231934,-0.0479221343994141,-0.382384300231934,-0.138998031616211,-0.382384300231934,-0.0207424163818359,-0.382384300231934,-0.257730484008789,-0.382384300231934,-0.029444694519043,-0.382384300231934,-0.0712871551513672,-0.382384300231934,-0.0412464141845703,-0.382384300231934,-0.0426769256591797,-0.382384300231934,-0.0080604989285812
-0.383321762084961,-0.0483989715576172,-0.383321762084961,-0.138521194458008,-0.383321762084961,-0.0212192535400391,-0.383321762084961,-0.259160995483398,-0.383321762084961,-0.0288486480712891,-0.383321762084961,-0.0708103179931641,-0.383321762084961,-0.0417232513427734,-0.383321762084961,-0.0441074371337891,-0.383321762084961,-0.0084878664505169
-0.384337425231934,-0.0493526458740234,-0.384337425231934,-0.138998031616211,-0.384337425231934,-0.0202655792236328,-0.384337425231934,-0.258684158325195,-0.384337425231934,-0.0288486480712891,-0.384337425231934,-0.0717639923095703,-0.384337425231934,-0.0431537628173828,-0.384337425231934,-0.0431537628173828,-0.384337425231934,-0.0093879937795487
-0.385353088378906,-0.0488758087158203,-0.385353088378906,-0.139474868774414,-0.385353088378906,-0.0207424163818359,-0.385353088378906,-0.259160995483398,-0.385353088378906,-0.0288486480712891,-0.385353088378906,-0.0722408294677734,-0.385353088378906,-0.0431537628173828,-0.385353088378906,-0.0426769256591797,-0.385353088378906,-0.0088571252762081
-0.386290550231934,-0.0503063201904297,-0.386290550231934,-0.140905380249023,-0.386290550231934,-0.0212192535400391,-0.386290550231934,-0.259160995483398,-0.386290550231934,-0.0288486480712891,-0.386290550231934,-0.0727176666259766,-0.386290550231934,-0.0437498092651367,-0.386290550231934,-0.0426769256591797,-0.386290550231934,-0.0102373185010979
-0.387306213378906,-0.0512599945068359,-0.387306213378906,-0.14042854309082,-0.387306213378906,-0.0212192535400391,-0.387306213378906,-0.2593994140625,-0.387306213378906,-0.0292062759399414,-0.387306213378906,-0.0755786895751953,-0.387306213378906,-0.0441074371337891,-0.387306213378906,-0.0435113906860352,-0.387306213378906,-0.0111370639265487
-0.388321876525879,-0.0517368316650391,-0.388321876525879,-0.140905380249023,-0.388321876525879,-0.0212192535400391,-0.388321876525879,-0.259637832641602,-0.388321876525879,-0.0293254852294922,-0.388321876525879,-0.0760555267333984,-0.388321876525879,-0.0445842742919922,-0.388321876525879,-0.0441074371337891,-0.388321876525879,-0.0115605590057416
-0.389259338378906,-0.0522136688232422,-0.389259338378906,-0.14185905456543,-0.389259338378906,-0.0221729278564453,-0.389259338378906,-0.259637832641602,-0.389259338378906,-0.0298023223876953,-0.389259338378906,-0.0760555267333984,-0.389259338378906,-0.0455379486083984,-0.389259338378906,-0.0445842742919922,-0.389259338378906,-0.0119882100410547
-0.390275001525879,-0.0512599945068359,-0.390275001525879,-0.14042854309082,-0.390275001525879,-0.0216960906982422,-0.390275001525879,-0.259637832641602,-0.390275001525879,-0.0298023223876953,-0.390275001525879,-0.0774860382080078,-0.390275001525879,-0.0455379486083984,-0.390275001525879,-0.0436305999755859,-0.390275001525879,-0.0109812995312725
-0.391290664672852,-0.0531673431396484,-0.391290664672852,-0.141382217407227,-0.391290664672852,-0.0221729278564453,-0.391290664672852,-0.260114669799805,-0.391290664672852,-0.0288486480712891,-0.391290664672852,-0.0789165496826172,-0.391290664672852,-0.0469684600830078,-0.391290664672852,-0.0436305999755859,-0.391290664672852,-0.0128349341190636
-0.392228126525879,-0.0526905059814453,-0.392228126525879,-0.142335891723633,-0.392228126525879,-0.0216960906982422,-0.392228126525879,-0.260114669799805,-0.392228126525879,-0.0288486480712891,-0.392228126525879,-0.0784397125244141,-0.392228126525879,-0.0474452972412109,-0.392228126525879,-0.0431537628173828,-0.392228126525879,-0.0123080775858147
-0.393243789672852,-0.0536441802978516,-0.393243789672852,-0.14185905456543,-0.393243789672852,-0.0222921371459961,-0.393243789672852,-0.260472297668457,-0.393243789672852,-0.0293254852294922,-0.393243789672852,-0.0789165496826172,-0.393243789672852,-0.0469684600830078,-0.393243789672852,-0.0436305999755859,-0.393243789672852,-0.0132086569325557
-0.394259452819824,-0.0541210174560547,-0.394259452819824,-0.142812728881836,-0.394259452819824,-0.0226497650146484,-0.394259452819824,-0.260442495346069,-0.394259452819824,-0.0288486480712891,-0.394259452819824,-0.0793933868408203,-0.394259452819824,-0.0464916229248047,-0.394259452819824,-0.0441074371337891,-0.394259452819824,-0.0136334960480953
-0.395275115966797,-0.0541210174560547,-0.395275115966797,-0.143289566040039,-0.395275115966797,-0.0226497650146484,-0.395275115966797,-0.260591506958008,-0.395275115966797,-0.0298023223876953,-0.395275115966797,-0.0793933868408203,-0.395275115966797,-0.0483989715576172,-0.395275115966797,-0.0455379486083984,-0.395275115966797,-0.0135805137909992
-0.396212577819824,-0.0555515289306641,-0.396212577819824,-0.143289566040039,-0.396212577819824,-0.0236034393310547,-0.396212577819824,-0.260591506958008,-0.396212577819824,-0.0293254852294922,-0.396212577819824,-0.0798702239990234,-0.396212577819824,-0.0469684600830078,-0.396212577819824,-0.0450611114501953,-0.396212577819824,-0.0149612139590239
-0.397228240966797,-0.0555515289306641,-0.397228240966797,-0.144243240356445,-0.397228240966797,-0.0236034393310547,-0.397228240966797,-0.262022018432617,-0.397228240966797,-0.0302791595458984,-0.397228240966797,-0.0803470611572266,-0.397228240966797,-0.0474452972412109,-0.397228240966797,-0.0455379486083984,-0.397228240966797,-0.0149078334121424
-0.39824390411377,-0.0569820404052734,-0.39824390411377,-0.143766403198242,-0.39824390411377,-0.0236034393310547,-0.39824390411377,-0.261068344116211,-0.39824390411377,-0.0278949737548828,-0.39824390411377,-0.0805854797363281,-0.39824390411377,-0.0474452972412109,-0.39824390411377,-0.0450611114501953,-0.39824390411377,-0.0162855502645175
-0.399181365966797,-0.0565052032470703,-0.399181365966797,-0.144243240356445,-0.399181365966797,-0.0236034393310547,-0.399181365966797,-0.26249885559082,-0.399181365966797,-0.0293254852294922,-0.399181365966797,-0.0808238983154297,-0.399181365966797,-0.0483989715576172,-0.399181365966797,-0.0450611114501953,-0.399181365966797,-0.0157600359524446
-0.40019702911377,-0.0574588775634766,-0.40019702911377,-0.144720077514648,-0.40019702911377,-0.0236034393310547,-0.40019702911377,-0.262022018432617,-0.40019702911377,-0.0302791595458984,-0.40019702911377,-0.0813007354736328,-0.40019702911377,-0.0479221343994141,-0.40019702911377,-0.0455379486083984,-0.40019702911377,-0.0166610294712046
-0.401212692260742,-0.0565052032470703,-0.401212692260742,-0.145196914672852,-0.401212692260742,-0.0240802764892578,-0.401212692260742,-0.263452529907227,-0.401212692260742,-0.0302791595458984,-0.401212692260742,-0.0798702239990234,-0.401212692260742,-0.0493526458740234,-0.401212692260742,-0.0455379486083984,-0.401212692260742,-0.0156542055618896
-0.40215015411377,-0.0579357147216797,-0.40215015411377,-0.145196914672852,-0.40215015411377,-0.0245571136474609,-0.40215015411377,-0.262022018432617,-0.40215015411377,-0.0302791595458984,-0.40215015411377,-0.0803470611572266,-0.40215015411377,-0.0498294830322266,-0.40215015411377,-0.0469684600830078,-0.40215015411377,-0.0170352270124875
-0.403165817260742,-0.0579357147216797,-0.403165817260742,-0.145673751831055,-0.403165817260742,-0.0245571136474609,-0.403165817260742,-0.262975692749023,-0.403165817260742,-0.0298023223876953,-0.403165817260742,-0.0797510147094727,-0.403165817260742,-0.0493526458740234,-0.403165817260742,-0.0483989715576172,-0.403165817260742,-0.0169826973367033
-0.404181480407715,-0.0579357147216797,-0.404181480407715,-0.146031379699707,-0.404181480407715,-0.0245571136474609,-0.404181480407715,-0.262975692749023,-0.404181480407715,-0.0293254852294922,-0.404181480407715,-0.0793933868408203,-0.404181480407715,-0.0488758087158203,-0.404181480407715,-0.0474452972412109,-0.404181480407715,-0.016931256373306
-0.405197143554688,-0.0584125518798828,-0.405197143554688,-0.146627426147461,-0.405197143554688,-0.0259876251220703,-0.405197143554688,-0.262975692749023,-0.405197143554688,-0.0302791595458984,-0.405197143554688,-0.0793933868408203,-0.405197143554688,-0.0488758087158203,-0.405197143554688,-0.0479221343994141,-0.405197143554688,-0.0173556818787131
-0.406134605407715,-0.0588893890380859,-0.406134605407715,-0.146627426147461,-0.406134605407715,-0.0245571136474609,-0.406134605407715,-0.263214111328125,-0.406134605407715,-0.0298023223876953,-0.406134605407715,-0.0786781311035156,-0.406134605407715,-0.0488758087158203,-0.406134605407715,-0.0479221343994141,-0.406134605407715,-0.0177832468844489
-0.407150268554688,-0.0585317611694336,-0.407150268554688,-0.146627426147461,-0.407150268554688,-0.0255107879638672,-0.407150268554688,-0.263452529907227,-0.407150268554688,-0.0307559967041016,-0.407150268554688,-0.0779628753662109,-0.407150268554688,-0.0493526458740234,-0.407150268554688,-0.0479221343994141,-0.407150268554688,-0.0173728186328815
-0.40816593170166,-0.0584125518798828,-0.40816593170166,-0.147581100463867,-0.40816593170166,-0.0255107879638672,-0.40816593170166,-0.263452529907227,-0.40816593170166,-0.0288486480712891,-0.40816593170166,-0.0779628753662109,-0.40816593170166,-0.0493526458740234,-0.40816593170166,-0.0474452972412109,-0.40816593170166,-0.0172013909196954
-0.409103393554688,-0.0584125518798828,-0.409103393554688,-0.147581100463867,-0.409103393554688,-0.0255107879638672,-0.409103393554688,-0.26392936706543,-0.409103393554688,-0.0307559967041016,-0.409103393554688,-0.0770092010498047,-0.409103393554688,-0.0493526458740234,-0.409103393554688,-0.0481605529785156,-0.409103393554688,-0.0171532467110314
-0.41011905670166,-0.0584125518798828,-0.41011905670166,-0.148177146911621,-0.41011905670166,-0.025629997253418,-0.41011905670166,-0.265359878540039,-0.41011905670166,-0.0293254852294922,-0.41011905670166,-0.0774860382080078,-0.41011905670166,-0.0483989715576172,-0.41011905670166,-0.0483989715576172,-0.41011905670166,-0.0171011445197591
-0.411134719848633,-0.0584125518798828,-0.411134719848633,-0.148534774780273,-0.411134719848633,-0.0259876251220703,-0.411134719848633,-0.264883041381836,-0.411134719848633,-0.0302791595458984,-0.411134719848633,-0.0755786895751953,-0.411134719848633,-0.0498294830322266,-0.411134719848633,-0.0488758087158203,-0.411134719848633,-0.0170485799758526
-0.41207218170166,-0.0579357147216797,-0.41207218170166,-0.149011611938477,-0.41207218170166,-0.0255107879638672,-0.41207218170166,-0.265359878540039,-0.41207218170166,-0.0302791595458984,-0.41207218170166,-0.0755786895751953,-0.41207218170166,-0.0483989715576172,-0.41207218170166,-0.0498294830322266,-0.41207218170166,-0.0165227987431899
-0.413087844848633,-0.058293342590332,-0.413087844848633,-0.14948844909668,-0.413087844848633,-0.0261068344116211,-0.413087844848633,-0.265359878540039,-0.413087844848633,-0.0302791595458984,-0.413087844848633,-0.0741481781005859,-0.413087844848633,-0.0498294830322266,-0.413087844848633,-0.0507831573486328,-0.413087844848633,-0.0168279778879221
-0.414103507995605,-0.0584125518798828,-0.414103507995605,-0.149965286254883,-0.414103507995605,-0.0264644622802734,-0.414103507995605,-0.266790390014648,-0.414103507995605,-0.0302791595458984,-0.414103507995605,-0.0746250152587891,-0.414103507995605,-0.0483989715576172,-0.414103507995605,-0.0503063201904297,-0.414103507995605,-0.0168953166261731
-0.415040969848633,-0.0584125518798828,-0.415040969848633,-0.14948844909668,-0.415040969848633,-0.0264644622802734,-0.415040969848633,-0.265359878540039,-0.415040969848633,-0.0302791595458984,-0.415040969848633,-0.0731945037841797,-0.415040969848633,-0.0479221343994141,-0.415040969848633,-0.0522136688232422,-0.415040969848633,-0.0168474929150962
-0.416056632995605,-0.0584125518798828,-0.416056632995605,-0.150442123413086,-0.416056632995605,-0.0264644622802734,-0.416056632995605,-0.266313552856445,-0.416056632995605,-0.0302791595458984,-0.416056632995605,-0.0722408294677734,-0.416056632995605,-0.0488758087158203,-0.416056632995605,-0.0517368316650391,-0.416056632995605,-0.0167957373172671
-0.417072296142578,-0.0584125518798828,-0.417072296142578,-0.149965286254883,-0.417072296142578,-0.0269412994384766,-0.417072296142578,-0.266313552856445,-0.417072296142578,-0.0306367874145508,-0.417072296142578,-0.0727176666259766,-0.417072296142578,-0.0483989715576172,-0.417072296142578,-0.0512599945068359,-0.417072296142578,-0.0167440387567385
-0.418087959289551,-0.0584125518798828,-0.418087959289551,-0.150442123413086,-0.418087959289551,-0.0269412994384766,-0.418087959289551,-0.267267227172852,-0.418087959289551,-0.0307559967041016,-0.418087959289551,-0.0712871551513672,-0.418087959289551,-0.0488758087158203,-0.418087959289551,-0.0512599945068359,-0.418087959289551,-0.0166923972335104
-0.419025421142578,-0.0579357147216797,-0.419025421142578,-0.150442123413086,-0.419025421142578,-0.0269412994384766,-0.419025421142578,-0.267267227172852,-0.419025421142578,-0.0307261943817139,-0.419025421142578,-0.0698566436767578,-0.419025421142578,-0.0483989715576172,-0.419025421142578,-0.0522136688232422,-0.419025421142578,-0.0161679411504032
-0.420041084289551,-0.0579357147216797,-0.420041084289551,-0.151872634887695,-0.420041084289551,-0.0274181365966797,-0.420041084289551,-0.267267227172852,-0.420041084289551,-0.0307559967041016,-0.420041084289551,-0.0674724578857422,-0.420041084289551,-0.0474452972412109,-0.420041084289551,-0.0526905059814453,-0.420041084289551,-0.0161164002625979
-0.421055793762207,-0.0574588775634766,-0.421055793762207,-0.150442123413086,-0.421055793762207,-0.0272989273071289,-0.421055793762207,-0.267267227172852,-0.421055793762207,-0.0307559967041016,-0.421055793762207,-0.0665187835693359,-0.421055793762207,-0.0469684600830078,-0.421055793762207,-0.0536441802978516,-0.421055793762207,-0.0155876183571642
-0.421994209289551,-0.0574588775634766,-0.421994209289551,-0.151872634887695,-0.421994209289551,-0.0274181365966797,-0.421994209289551,-0.267744064331055,-0.421994209289551,-0.0317096710205078,-0.421994209289551,-0.0674724578857422,-0.421994209289551,-0.0460147857666016,-0.421994209289551,-0.0531673431396484,-0.421994209289551,-0.015539160979508
-0.423008918762207,-0.0569820404052734,-0.423008918762207,-0.152349472045898,-0.423008918762207,-0.0274181365966797,-0.423008918762207,-0.268220901489258,-0.423008918762207,-0.0317096710205078,-0.423008918762207,-0.0669956207275391,-0.423008918762207,-0.0460147857666016,-0.423008918762207,-0.0541210174560547,-0.423008918762207,-0.0150104898709326
-0.42402458190918,-0.0569820404052734,-0.42402458190918,-0.151395797729492,-0.42402458190918,-0.0278949737548828,-0.42402458190918,-0.268220901489258,-0.42402458190918,-0.0312328338623047,-0.42402458190918,-0.0669956207275391,-0.42402458190918,-0.0456571578979492,-0.42402458190918,-0.0531673431396484,-0.42402458190918,-0.0149591707851088
-0.424962043762207,-0.0555515289306641,-0.424962043762207,-0.151872634887695,-0.424962043762207,-0.0278949737548828,-0.424962043762207,-0.268220901489258,-0.424962043762207,-0.0313520431518555,-0.424962043762207,-0.0646114349365234,-0.424962043762207,-0.0450611114501953,-0.424962043762207,-0.0545978546142578,-0.424962043762207,-0.0134813472216511
-0.42597770690918,-0.0560283660888672,-0.42597770690918,-0.151872634887695,-0.42597770690918,-0.0283718109130859,-0.42597770690918,-0.269174575805664,-0.42597770690918,-0.0312328338623047,-0.42597770690918,-0.0650882720947266,-0.42597770690918,-0.0455379486083984,-0.42597770690918,-0.0555515289306641,-0.42597770690918,-0.0139069859181228
-0.426993370056152,-0.0550746917724609,-0.426993370056152,-0.152826309204102,-0.426993370056152,-0.0283718109130859,-0.426993370056152,-0.269174575805664,-0.426993370056152,-0.0312328338623047,-0.426993370056152,-0.0631809234619141,-0.426993370056152,-0.0445842742919922,-0.426993370056152,-0.0550746917724609,-0.426993370056152,-0.0129021663231321
-0.428009033203125,-0.0555515289306641,-0.428009033203125,-0.152349472045898,-0.428009033203125,-0.0278949737548828,-0.428009033203125,-0.269174575805664,-0.428009033203125,-0.0321865081787109,-0.428009033203125,-0.0631809234619141,-0.428009033203125,-0.0436305999755859,-0.428009033203125,-0.0565052032470703,-0.428009033203125,-0.0133279113858977
-0.428946495056152,-0.0545978546142578,-0.428946495056152,-0.152230262756348,-0.428946495056152,-0.0278949737548828,-0.428946495056152,-0.269174575805664,-0.428946495056152,-0.0312328338623047,-0.428946495056152,-0.0622272491455078,-0.428946495056152,-0.0436305999755859,-0.428946495056152,-0.0550746917724609,-0.428946495056152,-0.0123271269057885
-0.429962158203125,-0.0545978546142578,-0.429962158203125,-0.151872634887695,-0.429962158203125,-0.0274181365966797,-0.429962158203125,-0.269174575805664,-0.429962158203125,-0.0326633453369141,-0.429962158203125,-0.0607967376708984,-0.429962158203125,-0.0436305999755859,-0.429962158203125,-0.0579357147216797,-0.429962158203125,-0.0122761389923884
-0.430977821350098,-0.0541210174560547,-0.430977821350098,-0.151872634887695,-0.430977821350098,-0.0274181365966797,-0.430977821350098,-0.269174575805664,-0.430977821350098,-0.0317096710205078,-0.430977821350098,-0.0607967376708984,-0.430977821350098,-0.0426769256591797,-0.430977821350098,-0.0574588775634766,-0.430977821350098,-0.0117478554588019
-0.431915283203125,-0.0526905059814453,-0.431915283203125,-0.151991844177246,-0.431915283203125,-0.0281333923339844,-0.431915283203125,-0.269174575805664,-0.431915283203125,-0.0317096710205078,-0.431915283203125,-0.0588893890380859,-0.431915283203125,-0.0431537628173828,-0.431915283203125,-0.0574588775634766,-0.431915283203125,-0.0102694355756183
-0.432930946350098,-0.0531673431396484,-0.432930946350098,-0.152349472045898,-0.432930946350098,-0.0283718109130859,-0.432930946350098,-0.269174575805664,-0.432930946350098,-0.0319480895996094,-0.432930946350098,-0.0598430633544922,-0.432930946350098,-0.0426769256591797,-0.432930946350098,-0.0579357147216797,-0.432930946350098,-0.0106949268554699
